Korév,Nem,1980,1990,2001,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
21,nő,72463,71098,76223,62209,62592,60030,58295,57273,55505,52615,48630,47560,45815,47732,50742,50856,49085
22,nő,75801,67840,79139,60136,62062,62368,59823,58004,57166,55803,52915,48838,47589,46239,51304,50983,50662
23,nő,86788,62483,82419,59595,59956,61691,61936,59307,57575,57159,55925,53031,48731,47646,49165,51473,50844
24,nő,94111,60246,85037,59441,59535,59834,61534,61676,59243,57897,57672,56380,53363,49273,50305,49290,51311
25,nő,98902,59577,88704,60397,59369,59364,59536,61297,61457,59424,58370,58101,56800,53756,50825,50395,48878
26,nő,91020,59417,84985,60703,60270,59153,59002,59228,61087,61637,59820,58695,58316,57035,53155,50811,50052
27,nő,81775,58552,71469,58677,60633,59965,58881,58782,59022,61218,61903,60085,58965,58620,55854,53231,50603
28,nő,83407,62797,71056,59686,58567,60336,59736,58731,58592,59105,61478,62150,60224,59232,57031,55894,53033
29,nő,84272,66276,69313,62341,59591,58337,60084,59623,58504,58689,59219,61706,62213,60373,57198,57108,55670
30,nő,81179,67271,71607,67401,62203,59215,58097,59771,59250,58396,58603,59322,61589,62181,58651,57365,56948
31,nő,80798,70354,70715,70589,67273,62026,59008,57986,59435,59261,58488,58855,59275,61628,60818,58823,57251
32,nő,77257,73398,71767,75396,70512,66993,61792,58836,57670,59488,59361,58690,58699,59235,60586,61026,58684
33,nő,68062,83911,68848,78590,75390,70277,66867,61752,58712,57752,59752,59642,58629,58737,59068,60881,60894
34,nő,67377,90448,63049,82511,78616,75224,70116,66779,61569,58872,57941,60079,59691,58747,59291,59311,60782
35,nő,76800,95517,61366,85825,82593,78566,75103,70081,66686,61699,59092,58216,60108,59899,59741,59501,59212
36,nő,71148,87586,60582,89735,85812,82355,78457,75002,69900,66773,61925,59387,58281,60210,61025,59927,59452
37,nő,73229,79201,60760,85926,89784,85710,82347,78475,74854,70042,67037,62259,59452,58566,61082,61162,59830
38,nő,68844,80476,59652,72685,85987,89698,85595,82380,78355,74929,70310,67313,62299,59685,59285,61185,61036
39,nő,71997,81462,63343,71620,72742,85867,89622,85519,82205,78326,75024,70537,67325,62508,60203,59374,61107
40,nő,67857,78271,67370,70594,71675,72663,85865,89585,85374,82292,78490,75291,70690,67659,62563,60284,59240
41,nő,68458,77948,67333,71677,70587,71536,72562,85750,89239,85349,82379,78527,75234,70686,67331,62627,60161
42,nő,67412,74482,70731,71886,71667,70456,71449,72450,85471,89055,85354,82343,78367,75141,70020,67317,62489
43,nő,67006,65528,73350,72747,71929,71558,70382,71382,72288,85383,89181,85486,82352,78429,74953,70045,67122
44,nő,67868,65003,83907,69691,72564,71626,71297,70173,71049,71983,85313,89158,85329,82224,78364,74940,69886
45,nő,68624,73840,89647,63454,69619,72396,71660,71308,70043,71074,72081,85431,89161,85407,82589,78215,74699
46,nő,69812,68247,93791,61272,63299,69319,72166,71423,70991,69825,71042,72063,85236,88959,85353,82492,78063
47,nő,71141,70402,86022,60585,61099,62993,69076,71904,71152,70780,69694,70910,71868,85062,89283,85179,82233
48,nő,70163,65847,77840,60190,60438,60941,62874,68975,71789,71155,70941,69901,70964,71921,85473,89077,84905
49,nő,74527,68474,78726,58824,59977,60127,60611,62564,68646,71504,71024,70750,69643,70807,72159,85278,88772
50,nő,71610,64472,80254,62826,58580,59629,59857,60260,62239,68335,71307,70851,70525,69455,70684,71973,84896
51,nő,72885,65048,76306,65752,62599,58320,59425,59605,60063,62110,68308,71275,70750,70437,69625,70495,71655
52,nő,70011,63629,75372,66673,65397,62126,57928,58980,59197,59710,61832,68054,70985,70365,70226,69309,70152
53,nő,73706,63196,72044,69387,66308,64965,61712,57572,58652,58931,59580,61578,67826,70729,70589,69963,68997
54,nő,75624,63774,63473,71788,69006,65780,64485,61272,57170,58284,58651,59278,61261,67525,70776,70325,69704
55,nő,69136,64008,62968,81287,71319,68564,65323,64033,60956,56790,58129,58399,59071,61007,67640,70431,70049
56,nő,73265,64894,71178,87188,80678,70714,68054,64863,63678,60584,56593,57871,58208,58834,61287,67311,70059
57,nő,75970,65813,65460,90425,86664,80119,70182,67485,64407,63236,60294,56257,57597,57877,58704,60941,66918
58,nő,74431,64706,67794,82833,89868,85989,79606,69700,67015,64011,62875,59952,55987,57211,57847,58371,60571
59,nő,72543,68202,62957,74464,82198,89069,85278,78806,69023,66344,63405,62383,59483,55466,56963,57491,57941
60,nő,62660,64965,65567,75588,73732,81345,88265,84474,78090,68390,65843,62876,61963,58950,55299,56594,57100
61,nő,34093,66075,61033,75720,74907,73006,80637,87398,83746,77428,67781,65413,62506,61432,58764,54947,56195
62,nő,33543,62753,61004,72242,74875,74054,72269,79692,86421,82707,76573,67041,64691,61704,60672,58217,54486
63,nő,34424,65704,59231,70858,71414,73998,73220,71533,78866,85452,81785,75777,66380,63899,61210,60122,57705
64,nő,45485,66571,58531,67560,70078,70643,73224,72477,70806,77950,84632,81007,75115,65665,63208,60649,59425
65,nő,64934,59928,58375,58958,66689,69164,69723,72279,71554,69790,76865,83555,79957,73974,64715,62567,60034
66,nő,63069,62911,57741,57442,58105,65762,68096,68749,71307,70463,68766,75869,82374,78610,72737,63899,61769
67,nő,64012,64415,58121,64763,56645,57240,64819,67114,67695,70209,69425,67813,74689,80953,77456,71680,62970
68,nő,58766,61802,58343,59047,63753,55705,56419,63724,66107,66580,69051,68373,66740,73300,79961,76234,70569
69,nő,58504,59429,56096,60128,57993,62665,54781,55438,62670,64847,65421,67926,67229,65431,72141,78557,74916
70,nő,56485,50161,58594,55227,58979,56842,61343,53721,54405,61409,63713,64249,66690,65835,63874,70833,77181
71,nő,52543,26812,54254,56043,54128,57795,55725,60105,52726,53321,60235,62476,62921,65119,64253,62627,69383
72,nő,48983,25780,54375,51500,54699,52770,56426,54383,58696,51420,52100,58838,60892,61230,62890,62824,61202
73,nő,45113,25721,50133,50448,50099,53223,51364,54828,52860,57022,49953,50702,57108,58931,59425,61363,61319
74,nő,40328,32795,51052,48123,48953,48774,51922,50030,53557,51493,55543,48784,49371,55466,57264,57844,59731
75,nő,38429,45675,49932,45987,46642,47464,47290,50248,48561,51924,50020,53897,47210,47558,53679,55593,56204
76,nő,36333,42624,43496,44584,44363,45001,45836,45596,48581,46781,50191,48398,51857,45421,45728,52050,53765
77,nő,34352,41428,44229,42796,42805,42737,43354,44128,43968,46860,45049,48531,46557,49684,43404,44056,50231
78,nő,30320,35908,43271,41580,40810,40831,40866,41385,42213,41958,44806,43071,46358,44257,47831,41742,42277
79,nő,28760,33874,39182,40005,39429,38636,38797,38783,39290,40080,39880,42581,40760,43661,42240,45696,39925
80,nő,24926,30248,36130,36916,37637,37155,36441,36561,36635,36973,37842,37760,40131,38291,41340,40149,43507
81,nő,22101,26578,28417,36134,34360,35122,34766,33940,34214,34206,34602,35385,35225,37331,36155,39049,37951
82,nő,19196,22758,14230,31636,33432,31735,32565,32197,31463,31693,31848,32178,32812,32564,34703,33912,36615
83,nő,16120,19299,12719,29398,28774,30678,29137,29780,29644,28758,29026,29358,29370,29813,30194,32207,31496
84,nő,13525,15861,11509,25385,26533,26120,27916,26414,27280,27088,26249,26547,26734,26473,27312,27723,29623
85,nő,11228,13278,13267,23737,22612,23523,23361,24717,23666,24217,24140,23352,23448,23560,24064,24721,25246
86,nő,8955,11449,16686,21116,20843,19825,20793,20450,21933,20853,21423,21318,20430,20424,21094,21547,22181
87,nő,6743,9534,13676,16397,18319,18085,17236,17925,17861,19018,18180,18645,18406,17535,18187,18565,19021
88,nő,5059,7323,11768,14886,13891,15542,15374,14584,15387,15145,16219,15532,15834,15445,15238,15750,16111
89,nő,3721,6130,8789,12930,12510,11681,13082,12803,12306,12925,12648,13664,12898,13195,13346,12985,13548
90+,nő,9648,14737,26371,32795,35578,37808,39009,40395,42313,42958,44011,44793,46524,47251,42822,44095,44991
